"DOI";"Paper_ID";"Title";"Country";"Mattyp1";"Exporter_ecosyst";"Chemical";"Ratio";"Type_ecosyst";"Receiver_ecosyst"
"360";"10.1046/j.1461-0248.2003.00481.x";782;"Consumer-resource stoichiometry in detritus-based streams";"North Carolina, USA";"Terr. plants";"Forest";"CP";3036;"Terrestrial";"Stream"
"361";"10.1046/j.1461-0248.2003.00481.x";782;"Consumer-resource stoichiometry in detritus-based streams";"North Carolina, USA";"Terr. plants";"Forest";"CN";82;"Terrestrial";"Stream"
"362";"10.1046/j.1461-0248.2003.00481.x";782;"Consumer-resource stoichiometry in detritus-based streams";"North Carolina, USA";"Terr. plants";"Forest";"NP";39;"Terrestrial";"Stream"
"366";"10.1046/j.1461-0248.2003.00481.x";782;"Consumer-resource stoichiometry in detritus-based streams";"North Carolina, USA";"Terr. plants";"Forest";"CP";968;"Terrestrial";"Stream"
"367";"10.1046/j.1461-0248.2003.00481.x";782;"Consumer-resource stoichiometry in detritus-based streams";"North Carolina, USA";"Terr. plants";"Forest";"CN";36;"Terrestrial";"Stream"
"368";"10.1046/j.1461-0248.2003.00481.x";782;"Consumer-resource stoichiometry in detritus-based streams";"North Carolina, USA";"Terr. plants";"Forest";"NP";28;"Terrestrial";"Stream"
"372";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. plants";"Forest";"CN";14.3;"Terrestrial";"Stream"
"373";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. plants";"Forest";"CP";888.4;"Terrestrial";"Stream"
"374";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. plants";"Forest";"NP";61.8;"Terrestrial";"Stream"
"375";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. plants";"Forest";"CN";41.8;"Terrestrial";"Stream"
"376";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. plants";"Forest";"CP";273.3;"Terrestrial";"Stream"
"377";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. plants";"Forest";"NP";6.5;"Terrestrial";"Stream"
"378";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. plants";"Forest";"CN";55.3;"Terrestrial";"Stream"
"379";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. plants";"Forest";"CP";2684.5;"Terrestrial";"Stream"
"380";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. plants";"Forest";"NP";48.6;"Terrestrial";"Stream"
"381";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. plants";"Forest";"CN";19.2;"Terrestrial";"Stream"
"382";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. plants";"Forest";"CP";336.8;"Terrestrial";"Stream"
"383";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. plants";"Forest";"NP";17.6;"Terrestrial";"Stream"
"384";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. plants";"Forest";"CN";39.4;"Terrestrial";"Stream"
"385";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. plants";"Forest";"CP";1136.7;"Terrestrial";"Stream"
"386";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. plants";"Forest";"NP";28.9;"Terrestrial";"Stream"
"387";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. plants";"Forest";"CN";112.7;"Terrestrial";"Stream"
"388";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. plants";"Forest";"CP";1983.5;"Terrestrial";"Stream"
"389";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. plants";"Forest";"NP";17.6;"Terrestrial";"Stream"
"390";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. plants";"Forest";"CN";53.4;"Terrestrial";"Stream"
"391";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. plants";"Forest";"CP";1749.8;"Terrestrial";"Stream"
"392";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. plants";"Forest";"NP";32.7;"Terrestrial";"Stream"
"393";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. plants";"Forest";"CN";26.6;"Terrestrial";"Stream"
"394";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. plants";"Forest";"CP";504.2;"Terrestrial";"Stream"
"395";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. plants";"Forest";"NP";19;"Terrestrial";"Stream"
"396";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. plants";"Forest";"CN";81.8;"Terrestrial";"Stream"
"397";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. plants";"Forest";"CP";1738.6;"Terrestrial";"Stream"
"398";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. plants";"Forest";"NP";21.3;"Terrestrial";"Stream"
"399";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. plants";"Forest";"CN";42.5;"Terrestrial";"Stream"
"400";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. plants";"Forest";"CP";518.5;"Terrestrial";"Stream"
"401";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. plants";"Forest";"NP";12.5;"Terrestrial";"Stream"
"402";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. plants";"Forest";"CN";25.5;"Terrestrial";"Stream"
"403";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. plants";"Forest";"CP";1121.8;"Terrestrial";"Stream"
"404";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. plants";"Forest";"NP";44;"Terrestrial";"Stream"
"405";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. plants";"Forest";"CN";30.1;"Terrestrial";"Stream"
"406";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. plants";"Forest";"CP";1292.1;"Terrestrial";"Stream"
"407";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. plants";"Forest";"NP";42.9;"Terrestrial";"Stream"
"408";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. plants";"Forest";"CN";33.6;"Terrestrial";"Stream"
"409";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. plants";"Forest";"CP";1320.5;"Terrestrial";"Stream"
"410";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. plants";"Forest";"NP";39.3;"Terrestrial";"Stream"
"411";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. plants";"Forest";"CN";40.2;"Terrestrial";"Stream"
"412";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. plants";"Forest";"CP";675;"Terrestrial";"Stream"
"413";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. plants";"Forest";"NP";16.8;"Terrestrial";"Stream"
"414";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. plants";"Forest";"CN";71.8;"Terrestrial";"Stream"
"415";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. plants";"Forest";"CP";7198;"Terrestrial";"Stream"
"416";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. plants";"Forest";"NP";100.2;"Terrestrial";"Stream"
"417";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. inverteb.";"Forest";"CN";7.1;"Terrestrial";"Stream"
"418";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. inverteb.";"Forest";"CP";338.3;"Terrestrial";"Stream"
"419";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. inverteb.";"Forest";"NP";47.1;"Terrestrial";"Stream"
"420";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. inverteb.";"Forest";"CN";6.2;"Terrestrial";"Stream"
"421";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. inverteb.";"Forest";"CP";525.6;"Terrestrial";"Stream"
"422";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. inverteb.";"Forest";"NP";83.4;"Terrestrial";"Stream"
"423";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. inverteb.";"Forest";"CN";6.7;"Terrestrial";"Stream"
"424";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. inverteb.";"Forest";"CP";449.2;"Terrestrial";"Stream"
"425";"10.1111/j.1365-2427.2008.02138.x";783;"Resource quality and stoichiometric constraints on stream ecosystem functioning";"Ireland";"Terr. inverteb.";"Forest";"NP";68.8;"Terrestrial";"Stream"
"452";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CN";27.2;"Terrestrial";"Stream"
"453";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CP";738;"Terrestrial";"Stream"
"454";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CN";76.2;"Terrestrial";"Stream"
"455";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CP";1550;"Terrestrial";"Stream"
"456";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Grassland";"CN";64;"Terrestrial";"Stream"
"457";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Grassland";"CN";66;"Terrestrial";"Stream"
"458";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CN";60.4;"Terrestrial";"Stream"
"459";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CP";1045;"Terrestrial";"Stream"
"460";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CN";41.2;"Terrestrial";"Stream"
"461";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CP";624;"Terrestrial";"Stream"
"462";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CN";46;"Terrestrial";"Stream"
"463";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CP";892;"Terrestrial";"Stream"
"464";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CN";70.2;"Terrestrial";"Stream"
"465";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CP";196;"Terrestrial";"Stream"
"466";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CN";37.1;"Terrestrial";"Stream"
"467";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CP";818;"Terrestrial";"Stream"
"468";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Grassland";"CP";1272;"Terrestrial";"Stream"
"469";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CN";28.2;"Terrestrial";"Stream"
"470";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CP";580;"Terrestrial";"Stream"
"471";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Grassland";"CN";78.8;"Terrestrial";"Stream"
"472";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Grassland";"CN";35.4;"Terrestrial";"Stream"
"473";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Grassland";"CP";748;"Terrestrial";"Stream"
"474";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CN";50.2;"Terrestrial";"Stream"
"475";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Grassland";"CN";71.7;"Terrestrial";"Stream"
"476";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CN";42.7;"Terrestrial";"Stream"
"477";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CP";522;"Terrestrial";"Stream"
"478";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CN";41.3;"Terrestrial";"Stream"
"479";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CP";589;"Terrestrial";"Stream"
"480";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CN";38.6;"Terrestrial";"Stream"
"481";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CP";950;"Terrestrial";"Stream"
"482";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CN";55.5;"Terrestrial";"Stream"
"483";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CP";2243;"Terrestrial";"Stream"
"484";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CN";32.5;"Terrestrial";"Stream"
"485";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CP";418;"Terrestrial";"Stream"
"486";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CN";145;"Terrestrial";"Stream"
"487";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Grassland";"CN";57;"Terrestrial";"Stream"
"488";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Grassland";"CN";105;"Terrestrial";"Stream"
"489";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Grassland";"CN";101;"Terrestrial";"Stream"
"490";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Grassland";"CN";91;"Terrestrial";"Stream"
"491";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Grassland";"CN";98.3;"Terrestrial";"Stream"
"492";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Grassland";"CN";70;"Terrestrial";"Stream"
"493";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CN";62.6;"Terrestrial";"Stream"
"494";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CP";940;"Terrestrial";"Stream"
"495";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CN";72.1;"Terrestrial";"Stream"
"496";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CN";44.6;"Terrestrial";"Stream"
"497";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CP";300;"Terrestrial";"Stream"
"498";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CN";38.9;"Terrestrial";"Stream"
"499";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CP";261;"Terrestrial";"Stream"
"500";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CN";37.5;"Terrestrial";"Stream"
"501";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CP";576;"Terrestrial";"Stream"
"502";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CN";33;"Terrestrial";"Stream"
"503";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CP";743;"Terrestrial";"Stream"
"504";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CN";37.4;"Terrestrial";"Stream"
"505";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CP";460;"Terrestrial";"Stream"
"506";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CN";26;"Terrestrial";"Stream"
"507";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CP";783;"Terrestrial";"Stream"
"508";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CN";50.6;"Terrestrial";"Stream"
"509";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CP";1868;"Terrestrial";"Stream"
"510";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CN";34.4;"Terrestrial";"Stream"
"511";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CP";281;"Terrestrial";"Stream"
"512";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CN";52;"Terrestrial";"Stream"
"513";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Grassland";"CN";62.7;"Terrestrial";"Stream"
"514";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CN";39.7;"Terrestrial";"Stream"
"515";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CP";929;"Terrestrial";"Stream"
"516";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CN";32.1;"Terrestrial";"Stream"
"517";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CP";1774;"Terrestrial";"Stream"
"518";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Grassland";"CN";68.9;"Terrestrial";"Stream"
"519";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Grassland";"CP";1323;"Terrestrial";"Stream"
"520";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CN";28.7;"Terrestrial";"Stream"
"521";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CP";1088;"Terrestrial";"Stream"
"522";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CN";32;"Terrestrial";"Stream"
"523";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CP";586;"Terrestrial";"Stream"
"524";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Grassland";"CN";78.3;"Terrestrial";"Stream"
"525";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Grassland";"CP";577;"Terrestrial";"Stream"
"526";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CN";27.6;"Terrestrial";"Stream"
"527";"10.1111/j.1466-8238.2009.00474.x";786;"Global trends in senesced-leaf nitrogen and phosphorus";"";"Terr. plants";"Forest";"CP";1032;"Terrestrial";"Stream"
